issue,number,link,trimmed_list_lemmatize,trimmed_list_stemming
miner: only commit work when mining,19809,https://github.com/ethereum/go-ethereum/issues/19809,"['miner', 'commit', 'work', 'mining']","['miner', 'commit', 'work', 'mine']"
LESv2 SendTx2 Fails If Node is Syncing,19808,https://github.com/ethereum/go-ethereum/issues/19808,"['lesv2', 'sendtx2', 'fails', 'if', 'node', 'syncing']","['lesv2', 'sendtx2', 'fail', 'if', 'node', 'sync']"
"params: bump all CHTs, deploy all checkpoint oracles",19807,https://github.com/ethereum/go-ethereum/issues/19807,"['params', 'bump', 'chts', 'deploy', 'checkpoint', 'oracle']","['param', 'bump', 'cht', 'deploy', 'checkpoint', 'oracl']"
Should faucet limit requests?,19806,https://github.com/ethereum/go-ethereum/issues/19806,"['should', 'faucet', 'limit', 'request']","['should', 'faucet', 'limit', 'request']"
rinkeby faucet seems to be down,19805,https://github.com/ethereum/go-ethereum/issues/19805,"['rinkeby', 'faucet', 'seems']","['rinkebi', 'faucet', 'seem']"
Rinkeby faucet is down,19804,https://github.com/ethereum/go-ethereum/issues/19804,"['rinkeby', 'faucet']","['rinkebi', 'faucet']"
Rinkeby facuet 502 errors,19803,https://github.com/ethereum/go-ethereum/issues/19803,"['rinkeby', 'facuet', '502', 'error']","['rinkebi', 'facuet', '502', 'error']"
"GETH web3.eth.getBalance(""0xXXXX"") is returning 0",19801,https://github.com/ethereum/go-ethereum/issues/19801,"['geth', 'web3ethgetbalance0xxxxx', 'returning', '0']","['geth', 'web3', 'eth', 'getbal', '0xxxxx', 'return', '0']"
"p2p: remove ""cap"" enr entry",19800,https://github.com/ethereum/go-ethereum/issues/19800,"['p2p', 'remove', 'cap', 'enr', 'entry']","['p2p', 'remov', 'cap', 'enr', 'entri']"
p2p/discover: improve randomness of ReadRandomNodes,19799,https://github.com/ethereum/go-ethereum/issues/19799,"['p2pdiscover', 'improve', 'randomness', 'readrandomnodes']","['p2p', 'discov', 'improv', 'random', 'readrandomnod']"
rpc: WebSocket client treats pings as errors,19798,https://github.com/ethereum/go-ethereum/issues/19798,"['rpc', 'websocket', 'client', 'treat', 'ping', 'error']","['rpc', 'websocket', 'client', 'treat', 'ping', 'error']"
cmd/abigen: refactor command line interface,19797,https://github.com/ethereum/go-ethereum/issues/19797,"['cmdabigen', 'refactor', 'command', 'line', 'interface']","['cmd', 'abigen', 'refactor', 'command', 'line', 'interfac']"
How to run two validator on same rpc address for mining the transaction,19796,https://github.com/ethereum/go-ethereum/issues/19796,"['how', 'run', 'two', 'validator', 'rpc', 'address', 'mining', 'transaction']","['how', 'run', 'two', 'valid', 'rpc', 'address', 'mine', 'transact']"
[WIP]: discovery iterator,19795,https://github.com/ethereum/go-ethereum/issues/19795,"['wip', 'discovery', 'iterator']","['wip', 'discoveri', 'iter']"
Fix C compilation warning in duktape package,19794,https://github.com/ethereum/go-ethereum/issues/19794,"['fix', 'c', 'compilation', 'warning', 'duktape', 'package']","['fix', 'c', 'compil', 'warn', 'duktap', 'packag']"
cmd/geth: wrong memory size sanitizing on OpenBSD,19793,https://github.com/ethereum/go-ethereum/issues/19793,"['cmdgeth', 'wrong', 'memory', 'size', 'sanitizing', 'openbsd']","['cmd', 'geth', 'wrong', 'memori', 'size', 'sanit', 'openbsd']"
Tracking issue: Cache size calculations cause a stack trace in OpenBSD,19792,https://github.com/ethereum/go-ethereum/issues/19792,"['tracking', 'issue', 'cache', 'size', 'calculation', 'cause', 'stack', 'trace', 'openbsd']","['track', 'issu', 'cach', 'size', 'calcul', 'caus', 'stack', 'trace', 'openbsd']"
accounts/abi/bind: fix typo in comments,19791,https://github.com/ethereum/go-ethereum/issues/19791,"['accountsabibind', 'fix', 'typo', 'comment']","['account', 'abi', 'bind', 'fix', 'typo', 'comment']"
vendor: update karalabe/usb to fix CGO=0 builds,19790,https://github.com/ethereum/go-ethereum/issues/19790,"['vendor', 'update', 'karalabeusb', 'fix', 'cgo0', 'build']","['vendor', 'updat', 'karalab', 'usb', 'fix', 'cgo', '0', 'build']"
How pay gas price using ERC20 token,19789,https://github.com/ethereum/go-ethereum/issues/19789,"['how', 'pay', 'gas', 'price', 'using', 'erc20', 'token']","['how', 'pay', 'ga', 'price', 'use', 'erc20', 'token']"
When I run EVM in a local single server and get error evm: execution reverted when I call callcode function.,19788,https://github.com/ethereum/go-ethereum/issues/19788,"['when', 'i', 'run', 'evm', 'local', 'single', 'server', 'get', 'error', 'evm', 'execution', 'reverted', 'i', 'call', 'callcode', 'function']","['when', 'i', 'run', 'evm', 'local', 'singl', 'server', 'get', 'error', 'evm', 'execut', 'revert', 'i', 'call', 'callcod', 'function']"
clé: use modern spelling,19787,https://github.com/ethereum/go-ethereum/issues/19787,"['clé', 'use', 'modern', 'spelling']","['clé', 'use', 'modern', 'spell']"
core: fix chain indexer,19786,https://github.com/ethereum/go-ethereum/issues/19786,"['core', 'fix', 'chain', 'indexer']","['core', 'fix', 'chain', 'index']"
"cmd, eth, les, param: drop --override.constantinople",19784,https://github.com/ethereum/go-ethereum/issues/19784,"['cmd', 'eth', 'le', 'param', 'drop', 'overrideconstantinople']","['cmd', 'eth', 'le', 'param', 'drop', 'overrid', 'constantinopl']"
"accounts, cmd, contracts, les: integrate clef for transaction signing",19783,https://github.com/ethereum/go-ethereum/issues/19783,"['account', 'cmd', 'contract', 'le', 'integrate', 'clef', 'transaction', 'signing']","['account', 'cmd', 'contract', 'le', 'integr', 'clef', 'transact', 'sign']"
A transaction cost a huge fee,19782,https://github.com/ethereum/go-ethereum/issues/19782,"['a', 'transaction', 'cost', 'huge', 'fee']","['a', 'transact', 'cost', 'huge', 'fee']"
i am configure private block-chain  with the help of geth but after some time my eth.coinbase account update to zero,19781,https://github.com/ethereum/go-ethereum/issues/19781,"['configure', 'private', 'blockchain', 'help', 'geth', 'time', 'ethcoinbase', 'account', 'update', 'zero']","['configur', 'privat', 'block', 'chain', 'help', 'geth', 'time', 'eth', 'coinbas', 'account', 'updat', 'zero']"
les: remove priority pool APIs,19780,https://github.com/ethereum/go-ethereum/issues/19780,"['le', 'remove', 'priority', 'pool', 'apis']","['le', 'remov', 'prioriti', 'pool', 'api']"
"Revert ""docs: add audit reports""",19779,https://github.com/ethereum/go-ethereum/issues/19779,"['revert', 'doc', 'add', 'audit', 'report']","['revert', 'doc', 'add', 'audit', 'report']"
ethereum hardware spec,19778,https://github.com/ethereum/go-ethereum/issues/19778,"['ethereum', 'hardware', 'spec']","['ethereum', 'hardwar', 'spec']"
fix: fix builtin shadowing,19777,https://github.com/ethereum/go-ethereum/issues/19777,"['fix', 'fix', 'builtin', 'shadowing']","['fix', 'fix', 'builtin', 'shadow']"
core: fix TxPool crash when reorg head is not found in database,19776,https://github.com/ethereum/go-ethereum/issues/19776,"['core', 'fix', 'txpool', 'crash', 'reorg', 'head', 'found', 'database']","['core', 'fix', 'txpool', 'crash', 'reorg', 'head', 'found', 'databas']"
Fixed. Seems like the some SDKs removed during system upgrade.,19775,https://github.com/ethereum/go-ethereum/issues/19775,"['fixed', 'seems', 'like', 'sdks', 'removed', 'system', 'upgrade']","['fix', 'seem', 'like', 'sdk', 'remov', 'system', 'upgrad']"
"cmd/clef, signer: refresh tutorial, fix noticed issues",19774,https://github.com/ethereum/go-ethereum/issues/19774,"['cmdclef', 'signer', 'refresh', 'tutorial', 'fix', 'noticed', 'issue']","['cmd', 'clef', 'signer', 'refresh', 'tutori', 'fix', 'notic', 'issu']"
miner: make independent header for each task,19773,https://github.com/ethereum/go-ethereum/issues/19773,"['miner', 'make', 'independent', 'header', 'task']","['miner', 'make', 'independ', 'header', 'task']"
geth attach,19772,https://github.com/ethereum/go-ethereum/issues/19772,"['geth', 'attach']","['geth', 'attach']"
Fatal: Failed to raise file descriptor allowance: invalid argument,19771,https://github.com/ethereum/go-ethereum/issues/19771,"['fatal', 'failed', 'raise', 'file', 'descriptor', 'allowance', 'invalid', 'argument']","['fatal', 'fail', 'rais', 'file', 'descriptor', 'allow', 'invalid', 'argument']"
Homebrew formula for swarm,19770,https://github.com/ethereum/go-ethereum/issues/19770,"['homebrew', 'formula', 'swarm']","['homebrew', 'formula', 'swarm']"
Failed to get Light client working in LXC container,19769,https://github.com/ethereum/go-ethereum/issues/19769,"['failed', 'get', 'light', 'client', 'working', 'lxc', 'container']","['fail', 'get', 'light', 'client', 'work', 'lxc', 'contain']"
regression: rpc.Client#Unsubscribe blocks indefinitely when shutdown w node,19768,https://github.com/ethereum/go-ethereum/issues/19768,"['regression', 'rpcclientunsubscribe', 'block', 'indefinitely', 'shutdown', 'w', 'node']","['regress', 'rpc', 'client', 'unsubscrib', 'block', 'indefinit', 'shutdown', 'w', 'node']"
Transaction getting stuck in the queue,19767,https://github.com/ethereum/go-ethereum/issues/19767,"['transaction', 'getting', 'stuck', 'queue']","['transact', 'get', 'stuck', 'queue']"
How to get an RPC error code?,19766,https://github.com/ethereum/go-ethereum/issues/19766,"['how', 'get', 'rpc', 'error', 'code']","['how', 'get', 'rpc', 'error', 'code']"
core: fix fast head updating logic,19764,https://github.com/ethereum/go-ethereum/issues/19764,"['core', 'fix', 'fast', 'head', 'updating', 'logic']","['core', 'fix', 'fast', 'head', 'updat', 'logic']"
remove the block may be in futureBlocks,19763,https://github.com/ethereum/go-ethereum/issues/19763,"['remove', 'block', 'may', 'futureblocks']","['remov', 'block', 'may', 'futureblock']"
dashboard: send current block to the dashboard client,19762,https://github.com/ethereum/go-ethereum/issues/19762,"['dashboard', 'send', 'current', 'block', 'dashboard', 'client']","['dashboard', 'send', 'current', 'block', 'dashboard', 'client']"
"[WIP] console, jsre: replace otto with goja",19761,https://github.com/ethereum/go-ethereum/issues/19761,"['wip', 'console', 'jsre', 'replace', 'otto', 'goja']","['wip', 'consol', 'jsre', 'replac', 'otto', 'goja']"
How print specified type of message into log file?,19760,https://github.com/ethereum/go-ethereum/issues/19760,"['how', 'print', 'specified', 'type', 'message', 'log', 'file']","['how', 'print', 'specifi', 'type', 'messag', 'log', 'file']"
Android: abi: cannot use slice as type array as argument,19759,https://github.com/ethereum/go-ethereum/issues/19759,"['android', 'abi', 'use', 'slice', 'type', 'array', 'argument']","['android', 'abi', 'use', 'slice', 'type', 'array', 'argument']"
Geth taking more than 480GB and how to get eth to wallet which sent before its sync,19758,https://github.com/ethereum/go-ethereum/issues/19758,"['geth', 'taking', '480gb', 'get', 'eth', 'wallet', 'sent', 'sync']","['geth', 'take', '480gb', 'get', 'eth', 'wallet', 'sent', 'sync']"
eth: fix sync bloom panic,19757,https://github.com/ethereum/go-ethereum/issues/19757,"['eth', 'fix', 'sync', 'bloom', 'panic']","['eth', 'fix', 'sync', 'bloom', 'panic']"
vdf,19756,https://github.com/ethereum/go-ethereum/issues/19756,['vdf'],['vdf']
accounts/abi/bind: Accept function ptr parameter,19755,https://github.com/ethereum/go-ethereum/issues/19755,"['accountsabibind', 'accept', 'function', 'ptr', 'parameter']","['account', 'abi', 'bind', 'accept', 'function', 'ptr', 'paramet']"
Block processing fails on ARM64,19754,https://github.com/ethereum/go-ethereum/issues/19754,"['block', 'processing', 'fails', 'arm64']","['block', 'process', 'fail', 'arm64']"
whisper: PoW calculations as specified in EIP-627,19753,https://github.com/ethereum/go-ethereum/issues/19753,"['whisper', 'pow', 'calculation', 'specified', 'eip627']","['whisper', 'pow', 'calcul', 'specifi', 'eip', '627']"
Unable to call other contract function,19752,https://github.com/ethereum/go-ethereum/issues/19752,"['unable', 'call', 'contract', 'function']","['unabl', 'call', 'contract', 'function']"
Inconsistent usage of V values in signatures,19751,https://github.com/ethereum/go-ethereum/issues/19751,"['inconsistent', 'usage', 'v', 'value', 'signature']","['inconsist', 'usag', 'v', 'valu', 'signatur']"
abi pack amount overflow,19750,https://github.com/ethereum/go-ethereum/issues/19750,"['abi', 'pack', 'amount', 'overflow']","['abi', 'pack', 'amount', 'overflow']"
p2p/simulations: Enable access to MsgEvents with execadapter,19749,https://github.com/ethereum/go-ethereum/issues/19749,"['p2psimulations', 'enable', 'access', 'msgevents', 'execadapter']","['p2p', 'simul', 'enabl', 'access', 'msgevent', 'execadapt']"
core: fix chain indexer reorg bug,19748,https://github.com/ethereum/go-ethereum/issues/19748,"['core', 'fix', 'chain', 'indexer', 'reorg', 'bug']","['core', 'fix', 'chain', 'index', 'reorg', 'bug']"
rpc: fix subscription buffer documentation and test,19747,https://github.com/ethereum/go-ethereum/issues/19747,"['rpc', 'fix', 'subscription', 'buffer', 'documentation', 'test']","['rpc', 'fix', 'subscript', 'buffer', 'document', 'test']"
miner: minor fix for the interrupt memory allocation,19746,https://github.com/ethereum/go-ethereum/issues/19746,"['miner', 'minor', 'fix', 'interrupt', 'memory', 'allocation']","['miner', 'minor', 'fix', 'interrupt', 'memori', 'alloc']"
les: implement new client pool,19745,https://github.com/ethereum/go-ethereum/issues/19745,"['le', 'implement', 'new', 'client', 'pool']","['le', 'implement', 'new', 'client', 'pool']"
core: block may be nil in block.Hash(),19744,https://github.com/ethereum/go-ethereum/issues/19744,"['core', 'block', 'may', 'nil', 'blockhash']","['core', 'block', 'may', 'nil', 'block', 'hash']"
Eip 1884 v3,19743,https://github.com/ethereum/go-ethereum/issues/19743,"['eip', '1884', 'v3']","['eip', '1884', 'v3']"
graphql: check the integrity of the cdn files,19742,https://github.com/ethereum/go-ethereum/issues/19742,"['graphql', 'check', 'integrity', 'cdn', 'file']","['graphql', 'check', 'integr', 'cdn', 'file']"
mobile: fix comment typos,19741,https://github.com/ethereum/go-ethereum/issues/19741,"['mobile', 'fix', 'comment', 'typo']","['mobil', 'fix', 'comment', 'typo']"
cmd/evm: evm input minor fixes,19740,https://github.com/ethereum/go-ethereum/issues/19740,"['cmdevm', 'evm', 'input', 'minor', 'fix']","['cmd', 'evm', 'evm', 'input', 'minor', 'fix']"
web3.eth.filter is not working on sever and it working fine on my geth console in ubantu,19739,https://github.com/ethereum/go-ethereum/issues/19739,"['web3ethfilter', 'working', 'sever', 'working', 'fine', 'geth', 'console', 'ubantu']","['web3', 'eth', 'filter', 'work', 'sever', 'work', 'fine', 'geth', 'consol', 'ubantu']"
"core/forkid: implement the forkid EIP, announce via ENR",19738,https://github.com/ethereum/go-ethereum/issues/19738,"['coreforkid', 'implement', 'forkid', 'eip', 'announce', 'via', 'enr']","['core', 'forkid', 'implement', 'forkid', 'eip', 'announc', 'via', 'enr']"
Detect and return error on eth_call on timeout,19737,https://github.com/ethereum/go-ethereum/issues/19737,"['detect', 'return', 'error', 'eth_call', 'timeout']","['detect', 'return', 'error', 'eth_cal', 'timeout']"
clef: fix stutter in warning message,19736,https://github.com/ethereum/go-ethereum/issues/19736,"['clef', 'fix', 'stutter', 'warning', 'message']","['clef', 'fix', 'stutter', 'warn', 'messag']"
Refactor chain configuration,19735,https://github.com/ethereum/go-ethereum/issues/19735,"['refactor', 'chain', 'configuration']","['refactor', 'chain', 'configur']"
miner: don't update pending state when no transactions are added,19734,https://github.com/ethereum/go-ethereum/issues/19734,"['miner', 'dont', 'update', 'pending', 'state', 'transaction', 'added']","['miner', 'updat', 'pend', 'state', 'transact', 'ad']"
crypto/secp256k1: add GeneratePubKey,19733,https://github.com/ethereum/go-ethereum/issues/19733,"['cryptosecp256k1', 'add', 'generatepubkey']","['crypto', 'secp256k1', 'add', 'generatepubkey']"
