issue,number,state,link 
(mobile): Adds string representations for types,21474,closed,https://github.com/ethereum/go-ethereum/issues/21474
Allow setting PetersburgBlock before chain head,21473,closed,https://github.com/ethereum/go-ethereum/issues/21473
eth/downloader: fix rollback issue on short chains,21472,closed,https://github.com/ethereum/go-ethereum/issues/21472
"core,les: headerchain import in batches",21471,closed,https://github.com/ethereum/go-ethereum/issues/21471
metrics: zero temp variable in  updateMeter,21470,closed,https://github.com/ethereum/go-ethereum/issues/21470
Update Command-Line-Options.md,21469,closed,https://github.com/ethereum/go-ethereum/issues/21469
core: do less lookups when writing fast-sync block bodies,21468,closed,https://github.com/ethereum/go-ethereum/issues/21468
consensus/ethash: less lookups of block data,21467,open,https://github.com/ethereum/go-ethereum/issues/21467
"travis, dockerfile, appveyor, build: bump to Go 1.15",21466,closed,https://github.com/ethereum/go-ethereum/issues/21466
panic: runtime error: invalid memory address or nil pointer dereference - go-ethereum@v1.9.19/accounts/abi/bind/base.go:151,21465,closed,https://github.com/ethereum/go-ethereum/issues/21465
p2p: move rlpx into separate package,21464,closed,https://github.com/ethereum/go-ethereum/issues/21464
"Always Synchronisation failed, dropping peer",21463,closed,https://github.com/ethereum/go-ethereum/issues/21463
Retesteth: change --rpcport to --http.port,21462,closed,https://github.com/ethereum/go-ethereum/issues/21462
"build: drop disco, enable groovy on Ubuntu PPAs",21461,closed,https://github.com/ethereum/go-ethereum/issues/21461
"Combat ""hammer"" eviction attack",21460,open,https://github.com/ethereum/go-ethereum/issues/21460
getTransactionCount on pending-block: nonce incorrectly returned as 0,21459,closed,https://github.com/ethereum/go-ethereum/issues/21459
ci: remove stalebot & add github action to do its job,21458,closed,https://github.com/ethereum/go-ethereum/issues/21458
Enable simulated back-end to be used via JSON RPC,21457,open,https://github.com/ethereum/go-ethereum/issues/21457
[WIP] p2p/rlpx: move rlpx separate package,21456,closed,https://github.com/ethereum/go-ethereum/issues/21456
"""Downloader queue stats"" is now provided once per minute",21455,closed,https://github.com/ethereum/go-ethereum/issues/21455
Wrong DNS configuration for ethdisco.net domain causes a lot of background errors during DNS queries,21454,closed,https://github.com/ethereum/go-ethereum/issues/21454
Rough feature PoC: speedtests,21453,open,https://github.com/ethereum/go-ethereum/issues/21453
Geth doesnt respect --maxpeers 250,21452,closed,https://github.com/ethereum/go-ethereum/issues/21452
graphql: add query for chainID,21451,closed,https://github.com/ethereum/go-ethereum/issues/21451
Fixed some comments,21450,closed,https://github.com/ethereum/go-ethereum/issues/21450
rpc: export jsonError,21449,closed,https://github.com/ethereum/go-ethereum/issues/21449
go.mod | goleveldb latest update,21448,closed,https://github.com/ethereum/go-ethereum/issues/21448
Set PetersburgBlock as optional when checking Fork order,21447,closed,https://github.com/ethereum/go-ethereum/issues/21447
metrics: make meter updates lock-free,21446,closed,https://github.com/ethereum/go-ethereum/issues/21446
"eth/downloader, eth/handler: utilize sync bloom for getNodeData",21445,closed,https://github.com/ethereum/go-ethereum/issues/21445
[Error],21444,closed,https://github.com/ethereum/go-ethereum/issues/21444
TOML config for GraphQL broken?,21443,closed,https://github.com/ethereum/go-ethereum/issues/21443
Mining at 1 Wei - No error but TXns never mined,21442,closed,https://github.com/ethereum/go-ethereum/issues/21442
Web sockets seems to have moved from /ws to / on latest upgrade,21441,closed,https://github.com/ethereum/go-ethereum/issues/21441
personal_sendTransaction,21440,closed,https://github.com/ethereum/go-ethereum/issues/21440
core: fix a typo in comment,21439,closed,https://github.com/ethereum/go-ethereum/issues/21439
Geth trace parser providing invalid traces,21438,closed,https://github.com/ethereum/go-ethereum/issues/21438
params: update CHTs for v1.9.19,21437,closed,https://github.com/ethereum/go-ethereum/issues/21437
p2p/nodestate: ensure correct callback order,21436,closed,https://github.com/ethereum/go-ethereum/issues/21436
tests: add Berlin-definition identical to YOLOv1,21435,closed,https://github.com/ethereum/go-ethereum/issues/21435
"ethstats: split read and write lock, otherwise they'll lock up",21434,closed,https://github.com/ethereum/go-ethereum/issues/21434
eth/downloader: allow all timers to exit,21433,closed,https://github.com/ethereum/go-ethereum/issues/21433
go.mod: goja update,21432,closed,https://github.com/ethereum/go-ethereum/issues/21432
Calls for block/transaction information sometimes don't return,21430,open,https://github.com/ethereum/go-ethereum/issues/21430
eth/downloader: set deliverytime on drops and timeouts too,21429,closed,https://github.com/ethereum/go-ethereum/issues/21429
ethstats: overwrite old errors,21428,closed,https://github.com/ethereum/go-ethereum/issues/21428
eth/downloader: save the correct delivery time for state sync,21427,closed,https://github.com/ethereum/go-ethereum/issues/21427
les: close all connected les-server when shutdown,21426,closed,https://github.com/ethereum/go-ethereum/issues/21426
les: update checktime even if check fails,21425,closed,https://github.com/ethereum/go-ethereum/issues/21425
les/checkpointoracle: fixed lock contention in StableCheckpoint,21424,closed,https://github.com/ethereum/go-ethereum/issues/21424
Geth faild out of memory,21423,closed,https://github.com/ethereum/go-ethereum/issues/21423
Merge pull request #1 from ethereum/master,21422,closed,https://github.com/ethereum/go-ethereum/issues/21422
SEGV on corrupt leveldb due to assumption of existence of headers. ,21421,closed,https://github.com/ethereum/go-ethereum/issues/21421
core: better metering for reorgs,21420,closed,https://github.com/ethereum/go-ethereum/issues/21420
core: Use maxQueuedTxAnns for to limit the number of transactions announced,21419,closed,https://github.com/ethereum/go-ethereum/issues/21419
"core: while sending transaction-hashes to peer, truncated transaction-hashes are assumed to be known by peer. ",21418,closed,https://github.com/ethereum/go-ethereum/issues/21418
personal.sign failed with error of invalid address,21417,closed,https://github.com/ethereum/go-ethereum/issues/21417
cmd/utils: grant snapshot cache to trie if disabled,21416,closed,https://github.com/ethereum/go-ethereum/issues/21416
cmd/geth: fixes db unavailability for chain commands,21415,closed,https://github.com/ethereum/go-ethereum/issues/21415
cmd/geth: fix import / export issues related to DB unavailability,21414,closed,https://github.com/ethereum/go-ethereum/issues/21414
Different size of database ,21413,closed,https://github.com/ethereum/go-ethereum/issues/21413
geth import: Fatal: Could not open database: resource temporarily unavailable,21412,closed,https://github.com/ethereum/go-ethereum/issues/21412
core/vm: avoid map lookups for accessing jumpdest analysis,21411,closed,https://github.com/ethereum/go-ethereum/issues/21411
cmd/geth/tests: try to fix spurious travis failure in les tests,21410,closed,https://github.com/ethereum/go-ethereum/issues/21410
core: define and test chain reparation cornercases,21409,closed,https://github.com/ethereum/go-ethereum/issues/21409
[Question]: How to determine the return address when we use CALL opcode?,21408,closed,https://github.com/ethereum/go-ethereum/issues/21408
trie: Derivesha with stacktrie,21407,closed,https://github.com/ethereum/go-ethereum/issues/21407
cmd/evm: statet8n output folder + tx hashes on trace filenames,21406,closed,https://github.com/ethereum/go-ethereum/issues/21406
Question about log output: stderr vs stdout,21405,closed,https://github.com/ethereum/go-ethereum/issues/21405
"ethstats: avoid concurrent write on websocket, fixes #21403",21404,closed,https://github.com/ethereum/go-ethereum/issues/21404
Websocket panic,21403,closed,https://github.com/ethereum/go-ethereum/issues/21403
all: disable recording preimage of trie keys,21402,closed,https://github.com/ethereum/go-ethereum/issues/21402
https://geth.ethereum.org,21401,closed,https://github.com/ethereum/go-ethereum/issues/21401
Bigcook12345/ethereum/pureluck21 ,21400,closed,https://github.com/ethereum/go-ethereum/issues/21400
README.md:cmd tool illustration update,21399,closed,https://github.com/ethereum/go-ethereum/issues/21399
eth: remove repeated code,21397,closed,https://github.com/ethereum/go-ethereum/issues/21397
p2p/discover: avoid dropping unverified nodes when table is almost empty,21396,closed,https://github.com/ethereum/go-ethereum/issues/21396
typo: fix typo,21395,closed,https://github.com/ethereum/go-ethereum/issues/21395
"invalid transaction: invalid transaction v, r, s values",21394,closed,https://github.com/ethereum/go-ethereum/issues/21394
Docker Build failed due to ethereum ,21393,closed,https://github.com/ethereum/go-ethereum/issues/21393
rpc: add SetHeader method to Client,21392,closed,https://github.com/ethereum/go-ethereum/issues/21392
rpc: remove silly use of ReadVarint in subscription ID generator,21391,closed,https://github.com/ethereum/go-ethereum/issues/21391
p2p/nat: limit UPNP request concurrency,21390,closed,https://github.com/ethereum/go-ethereum/issues/21390
p2p/discover: improve neighbors packet timeout handling,21389,closed,https://github.com/ethereum/go-ethereum/issues/21389
p2p/discovery: support small networks.,21388,closed,https://github.com/ethereum/go-ethereum/issues/21388
eth/tracers: revert reason in call_tracer + error for failed internal calls,21387,closed,https://github.com/ethereum/go-ethereum/issues/21387
"""Filter Not Found"" random exception with Geth and Web3J",21386,closed,https://github.com/ethereum/go-ethereum/issues/21386
Ethereum transactions apparently not re-broadcast,21385,closed,https://github.com/ethereum/go-ethereum/issues/21385
rawdb: fix comments to godoc convention format,21384,closed,https://github.com/ethereum/go-ethereum/issues/21384
downloader: add eth65 tests,21383,closed,https://github.com/ethereum/go-ethereum/issues/21383
les: fix unittest,21382,closed,https://github.com/ethereum/go-ethereum/issues/21382
miner: Fix race conditions on start and stop,21381,closed,https://github.com/ethereum/go-ethereum/issues/21381
Update native-accounts.md,21380,closed,https://github.com/ethereum/go-ethereum/issues/21380
Fix posible nil exeption,21379,closed,https://github.com/ethereum/go-ethereum/issues/21379
eth/downloader: remove eth62,21378,closed,https://github.com/ethereum/go-ethereum/issues/21378
all: background state committer,21377,open,https://github.com/ethereum/go-ethereum/issues/21377
params: upgrade CHTs,21376,closed,https://github.com/ethereum/go-ethereum/issues/21376
Rinkeby faucet doesn't seem to work,21375,closed,https://github.com/ethereum/go-ethereum/issues/21375
build: use -trimpath flag when building executables,21374,closed,https://github.com/ethereum/go-ethereum/issues/21374
evm t8n  execution log files,21373,closed,https://github.com/ethereum/go-ethereum/issues/21373
consensus/ethash: fix usage of *reflect.SliceHeader,21372,closed,https://github.com/ethereum/go-ethereum/issues/21372
whisper: move whisper to another repo,21371,closed,https://github.com/ethereum/go-ethereum/issues/21371
UPnP does not work,21370,closed,https://github.com/ethereum/go-ethereum/issues/21370
